StadiumTrackmanCSV : Sheet1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1/1/2024,09:33.8,5,2,"Bumgarner, Madison",7309,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,5,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.14961,-0.65523,5.307264,2287.363,144.2074,10:45,4.21886,-2.90105,6.90746,-23.1238,11.74477,-7.65831,1.69254,1.30816,80.43202,-5.06004,3.915834,0.424999,,,,,,,,,,,,5.66083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1/1/2024,09:52.8,5,3,"Bumgarner, Madison",7309,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,5,Top,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.27974,0.361937,5.815313,2199.729,106.1588,9:30,4.21671,-2.75162,6.69471,-28.0985,6.66355,-18.5869,2.20786,1.03562,80.21618,-4.96298,2.452447,0.42435,,,,,,,,,,,,11.73859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1/1/2024,10:13.5,5,4,"Bumgarner, Madison",7309,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,5,Top,1,2,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,88.60534,0.287224,4.890724,2164.636,108.9239,9:45,4.11282,-2.80902,6.55431,-28.0542,7.31052,-17.5724,2.03929,0.22185,79.72949,-5.02138,1.712045,0.428012,,,,,,,,,,,,10.85064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1/1/2024,10:37.8,5,5,"Bumgarner, Madison",7309,Left,SFG,"Jackson, Travis",246,Right,NYG,Undefined,5,Top,1,2,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.29049,0.911393,4.356989,2096.846,110.9913,9:45,4.19404,-2.74777,7.19545,-26.5623,6.80044,-15.0525,2.80843,-0.04834,81.66049,-4.14634,1.598585,0.415722,,,,,,,,,,,,9.27733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1/1/2024,11:09.1,6,1,"Bumgarner, Madison",7309,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,5,Top,2,0,0,Cutter,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,85.11845,1.332674,4.659398,2164.201,153.5143,11:00,4.05986,-2.9312,6.73771,-26.9104,10.23343,-4.58276,3.03925,0.9536,78.48764,-3.74087,3.828757,0.438646,,,,,,,,,,,,3.58193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1/1/2024,11:28.5,6,2,"Bumgarner, Madison",7309,Left,SFG,"Connor, Roger",8363,Left,NYG,Undefined,5,Top,2,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Error,0,2,,89.07216,0.624556,4.571522,2139.859,106.2163,9:30,4.05047,-2.87E+00,6.72268,-28.205,5.92473,-16.776,2.27271,-0.08519,81.54969,-4.68695,1.525475,0.420473,75.12264,-13.3376,9.07606,,,,,12.48939,6.58559,8.923086,0.109069,10.16445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1/1/2024,12:59.2,7,1,"Bumgarner, Madison",7309,Left,SFG,"Davis, George",7210,Left,NYG,Undefined,5,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.22975,0.181196,5.562095,2282.762,153.2719,11:00,4.17417,-2.94E+00,6.8699,-23.5508,12.69977,-5.85335,2.37753,1.65507,79.20256,-4.29098,4.500848,0.43334,,,,,,,,,,,,4.54114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1/1/2024,13:15.6,7,2,"Bumgarner, Madison",7309,Left,SFG,"Davis, George",7210,Left,NYG,Undefined,5,Top,2,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,88.43298,0.449722,3.925983,2189.182,106.6696,9:30,4.1294,-2.82446,6.5139,-28.4295,6.64965,-18.3816,2.17392,-0.7481,80.48856,-4.90209,0.596454,0.426281,55.50629,-53.3193,48.99128,,,,,4.07079,4.07079,29.99006,0.034379,10.84245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1/1/2024,15:43.7,1,1,"McGinnity, Joe",2034,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,5,Bottom,0,0,0,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.54777,-0.93883,-2.45514,1973.365,223.7893,1:30,5.4062,1.92807,6.31327,-19.1981,12.83981,11.35816,2.94072,0.61175,84.73199,-4.57577,-0.40195,0.407384,75.59861,31.97998,-154.585,3874.396,,,,,51.67933,,,-6.61382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1/1/2024,15:58.7,1,2,"McGinnity, Joe",2034,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,5,Bottom,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,93.02386,-1.59221,-2.29903,2117.505,214.4357,1:15,5.2937,2.00062,6.31188,-15.7287,16.07918,10.32725,2.51477,0.74238,84.93633,-4.60517,-0.4322,0.405918,83.81629,46.45888,-98.8286,,,,,,17.38584,,,-6.03311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1/1/2024,16:13.4,1,3,"McGinnity, Joe",2034,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,5,Bottom,0,0,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,93.40111,-1.56919,-2.77327,2349.8,227.6398,1:30,5.26953,1.82577,6.18341,-17.8712,13.74111,13.99709,2.32925,0.42943,85.58494,-4.95241,-0.24977,0.404669,100.2398,1.70238,-12.7397,1935.812,,,,70.62468,69.15788,-15.4249,0.502726,-8.03126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1/1/2024,16:51.7,2,1,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,5,Bottom,0,0,0,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,93.89237,-0.45817,-2.2801,2235.085,251.9457,2:30,5.30035,1.94999,6.28937,-23.7129,7.62996,20.25438,2.90172,1.53557,85.45065,-4.91723,1.382252,0.40294,,,,,,,,,,,,-11.2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1/1/2024,17:12.5,2,2,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,5,Bottom,0,0,1,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,93.52228,-0.54264,-3.15419,2173.804,242.2336,2:00,5.32078,1.85839,6.45182,-20.7486,10.76934,18.42635,3.09244,0.49326,84.79596,-4.4868,0.183753,0.404064,64.9364,60.7019,106.4448,4791.672,,,,,17.07133,,,-10.6105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1/1/2024,17:33.6,2,3,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,5,Bottom,0,0,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.96761,-1.22897,-3.67601,2127.631,174.8976,11:45,5.27757,1.88132,6.11291,-29.3279,6.47713,-0.48146,1.69476,-1.56233,80.93394,-6.66403,-3.76254,0.430668,,,,,,,,,,,,-0.74595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1/1/2024,17:53.6,2,4,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,5,Bottom,0,1,2,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,94.23805,-1.70618,-4.65726,2154.788,241.3992,2:00,5.30243,1.86275,6.03309,-20.3263,11.18292,18.60647,2.02296,-0.90885,85.85947,-5.52795,-1.32166,0.404008,,,,,,,,,,,,-10.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1/1/2024,18:39.1,2,5,"McGinnity, Joe",2034,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,5,Bottom,0,1,2,Sinker,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,95.53889,-1.57229,-3.90081,2215.448,249.6824,2:15,5.30687,1.83538,6.22776,-22.5343,7.68142,18.21993,1.97468,-0.25075,87.58291,-5.78763,-0.61655,0.395629,,,,,,,,,,,,-10.5681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1/1/2024,19:30.0,3,1,"McGinnity, Joe",2034,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,5,Bottom,1,0,0,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,93.51744,-0.17338,-3.90305,2185.017,259.492,2:45,5.3248,1.87424,5.86315,-27.1073,5.02878,21.45659,2.90442,0.03088,85.15899,-5.2054,-0.06187,0.408007,83.31432,-26.2117,-29.7924,,,,,7.69781,4.0534,-23.028,0.054405,-12.1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1/1/2024,20:18.1,4,1,"McGinnity, Joe",2034,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,5,Bottom,2,0,0,Fastball,,InPlay,Undefined,GroundBall,Single,0,0,,94.27873,1.932793,-3.49356,2156.656,,,4.99495,2.21598,6.03995,,,,2.87512,0.66628,83.83955,-6.72703,0.151392,0.408573,105.1039,-0.71829,3.106667,1827.179,,,,45.77535,44.47256,1.698916,0.306828,-11.6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1/1/2024,23:16.9,5,1,"Marquard, Rube",8230,Left,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,5,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.36301,-3.3579,2.832785,2294.285,153.994,11:15,5.6906,-1.32684,5.15367,-12.7487,21.86733,-10.1048,1.45976,0.4999,83.31045,-5.79076,1.047005,0.423458,,,,,,,,,,,,5.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1/1/2024,23:34.2,5,2,"Marquard, Rube",8230,Left,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,5,Bottom,2,1,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,92.83807,-2.06847,1.862887,2209.349,150.7039,11:00,5.68938,-1.41565,5.08556,-13.6525,19.90399,-10.5415,2.60019,-0.53765,84.47389,-4.66177,8.40E-05,0.416927,69.6251,64.40371,-24.0466,,,,,,54.41103,,,5.79016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1/1/2024,25:55.6,1,1,"Antonelli, Johnny",9025,Left,SFG,"Ott, Mel",5300,Left,NYG,Undefined,6,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.9528,-1.35651,0.059513,2214.798,211.0266,1:00,6.2048,-0.57377,4.62587,-38.0637,3.69335,1.39221,1.74314,-0.40117,76.8042,-8.21349,0.304116,0.465089,,,,,,,,,,,,-0.66909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1/1/2024,26:09.2,1,2,"Antonelli, Johnny",9025,Left,SFG,"Ott, Mel",5300,Left,NYG,Undefined,6,Top,0,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.79802,-1.79187,0.251211,2359.49,244.0732,2:15,6.22116,-0.24562,4.61668,-39.7617,1.93417,1.31268,1.20354,0.1026,77.22983,-8.91664,0.481923,0.464749,,,,,,,,,,,,-0.58035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1/1/2024,26:35.9,1,3,"Antonelli, Johnny",9025,Left,SFG,"Ott, Mel",5300,Left,NYG,Undefined,6,Top,0,0,2,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,83.50565,-2.25846,0.261824,2365.101,312.7566,4:30,6.18928,-0.07857,4.61494,-42.0285,-0.03232,1.43417,0.53854,0.28988,77.14745,-9.76122,0.514061,0.466419,,,,,,,,,,,,-0.64063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1/1/2024,26:54.0,1,4,"Antonelli, Johnny",9025,Left,SFG,"Ott, Mel",5300,Left,NYG,Undefined,6,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.37446,0.741128,1.246009,2330.985,8.503883,6:15,6.18629,-0.22514,4.77489,-40.4301,0.23878,-0.14315,3.51989,0.94428,77.73949,-6.54784,1.220828,0.458989,,,,,,,,,,,,0.39311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1/1/2024,27:12.5,1,5,"Antonelli, Johnny",9025,Left,SFG,"Ott, Mel",5300,Left,NYG,Undefined,6,Top,0,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,92.79355,-3.10953,1.98624,2069.462,143.5988,10:45,6.26243,-0.08252,5.32034,-18.4109,14.92619,-10.1893,1.80546,0.93308,84.67642,-6.53957,0.176887,0.415561,,,,,,,,,,,,5.70654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1/1/2024,27:40.0,2,1,"Antonelli, Johnny",9025,Left,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,6,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,93.95035,-2.20445,1.223794,2267.288,144.7386,10:45,6.3251,-0.15882,5.08744,-14.8465,18.19958,-12.0285,3.00868,-0.00759,84.80055,-5.01944,-0.90309,0.413744,103.4296,24.90077,-4.22715,1693.67,109.6306,48.42446,-9.00051,401.6519,396.3188,-4.76187,4.696194,6.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1/1/2024,28:15.0,3,1,"Antonelli, Johnny",9025,Left,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,6,Top,2,0,0,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,86.95218,-2.85382,1.025169,2241.23,245.2039,2:15,6.1788,-0.33937,5.01088,-35.9938,2.26886,2.31776,0.4831,0.82148,80.12701,-9.33677,1.435469,0.445204,,,,,,,,,,,,-0.88209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1/1/2024,28:32.5,3,2,"Antonelli, Johnny",9025,Left,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,6,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.46295,-3.99804,1.645431,2183.978,153.3968,11:00,6.24738,0.13902,5.41885,-13.0346,19.79414,-9.35453,1.4085,0.90121,85.11886,-6.48075,-0.01834,0.412381,,,,,,,,,,,,5.21705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1/1/2024,28:48.9,3,3,"Antonelli, Johnny",9025,Left,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,6,Top,2,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.58355,-3.65389,1.672719,2158.813,148.0131,11:00,6.1871,0.20549,5.09075,-15.5541,17.59422,-10.2841,1.44118,0.92537,85.20302,-6.56761,-0.1458,0.414383,,,,,,,,,,,,5.62508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1/1/2024,29:05.8,3,4,"Antonelli, Johnny",9025,Left,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,6,Top,2,3,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.51634,-3.37169,1.414224,2201.085,148.2639,11:00,6.26193,-0.0169,5.31054,-15.1993,18.51387,-10.7229,1.82599,0.4172,83.97202,-6.24593,-0.48972,0.417899,,,,,,,,,,,,5.83642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1/1/2024,,3,5,"Antonelli, Johnny",9025,Left,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,6,Top,2,3,1,Other,,BallCalled,Walk,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1/1/2024,30:05.0,4,1,"Antonelli, Johnny",9025,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,6,Top,2,0,0,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,87.6004,-3.37667,1.128625,2264.766,128.1637,10:15,6.11149,-0.6103,5.03571,-33.5207,3.80418,-3.49217,0.12821,0.16358,81.4895,-9.39908,0.510108,0.439714,,,,,,,,,,,,2.05843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1/1/2024,30:29.5,4,2,"Antonelli, Johnny",9025,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,6,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.68947,-4.46625,1.375067,2103.388,150.9804,11:00,6.22293,-0.32968,5.33587,-16.883,16.09666,-8.28032,0.61621,0.27059,85.044,-7.62321,-0.09648,0.413327,,,,,,,,,,,,4.63492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1/1/2024,30:55.0,4,3,"Antonelli, Johnny",9025,Left,SFG,"Doyle, Larry",932,Left,NYG,Undefined,6,Top,2,2,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,HomeRun,0,2,,92.88331,-3.0602,1.19603,2107.542,142.1346,10:45,6.18878,-0.19325,5.07429,-1.95E+01,13.9267,-10.0067,1.67732,0.10055,85.17854,-6.65192,-0.57399,0.41598,102.2727,35.45011,-20.6773,4440.16,99.53599,73.89705,-46.8247,364.6917,337.7559,-35.1776,5.649931,5.33638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1/1/2024,32:13.7,5,1,"Antonelli, Johnny",9025,Left,SFG,"Terry, Bill",2988,Left,NYG,Undefined,6,Top,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.76873,-1.97857,0.035699,1507.316,134.7307,10:30,6.25143,-0.54531,5.1471,-24.1032,13.09292,-12.0577,2.37935,-1.51651,80.65795,-6.40929,-2.10023,0.438956,,,,,,,,,,,,6.01268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1/1/2024,32:28.6,5,2,"Antonelli, Johnny",9025,Left,SFG,"Terry, Bill",2988,Left,NYG,Undefined,6,Top,2,1,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,85.43749,-1.31868,1.547977,2247.011,162.5603,11:30,6.13174,-0.48627,4.86869,-35.0638,4.28205,-0.99902,1.96119,0.89572,79.3075,-7.63635,1.371839,0.451462,,,,,,,,,,,,0.87902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1/1/2024,32:45.6,5,3,"Antonelli, Johnny",9025,Left,SFG,"Terry, Bill",2988,Left,NYG,Undefined,6,Top,2,1,1,Slider,Slider,InPlay,Undefined,Popup,Out,1,0,,85.48827,-0.76631,0.328468,2164.057,254.1987,2:30,6.09903,-0.54729,5.06414,-37.7593,1.64815,1.46772,2.22982,-0.11527,78.50227,-7.61315,0.588343,0.451815,73.2641,69.21803,39.16277,,,,,136.7289,68.73216,64.631,5.087371,-0.64421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1/1/2024,34:57.5,1,1,"Marquard, Rube",8230,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,6,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.2759,-2.09997,1.104474,2339.991,150.3248,11:00,5.63687,-1.45701,5.17271,-16.5782,17.86202,-9.42205,2.278,-1.20273,82.6198,-5.24952,-0.56445,0.422381,,,,,,,,,,,,5.08248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1/1/2024,35:09.5,1,2,"Marquard, Rube",8230,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,6,Bottom,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.13718,-2.5226,0.756129,2357.533,147.3307,11:00,5.67459,-1.24584,5.25918,-17.1332,17.24458,-10.2204,1.8751,-1.38711,82.72053,-5.76573,-1.05742,0.421998,,,,,,,,,,,,5.36134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1/1/2024,35:25.8,1,3,"Marquard, Rube",8230,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,6,Bottom,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.97839,-3.30522,2.378472,2337.69,154.1075,11:15,5.55986,-1.28957,5.16538,-14.1163,20.47044,-9.30776,1.26668,0.17455,82.79842,-6.00446,0.732011,0.423278,,,,,,,,,,,,5.47386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1/1/2024,35:41.2,1,4,"Marquard, Rube",8230,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,6,Bottom,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.30118,-1.3161,1.923108,2343.277,151.7258,11:00,5.51873,-1.21515,5.12117,-12.1926,21.47698,-10.867,3.26212,-0.30865,83.55008,-3.68894,0.001874,0.417628,,,,,,,,,,,,6.01878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1/1/2024,35:55.0,1,5,"Marquard, Rube",8230,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,6,Bottom,0,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.81037,-2.26783,1.842828,2363.285,144.4601,10:45,5.49029,-1.23693,5.17067,-15.8304,18.13568,-12.0391,2.03472,-0.5054,83.32185,-5.27684,-0.28854,0.419464,62.96721,-12.2151,52.61219,6437.383,,,,9.66714,9.66714,49.54564,0.084843,6.65567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1/1/2024,36:27.6,1,6,"Marquard, Rube",8230,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,6,Bottom,0,3,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,93.0649,-0.95946,2.372069,2251.701,153.7836,11:15,5.44692,-1.32315,5.20674,-15.2545,18.11343,-8.35752,3.27256,0.21241,84.28288,-3.85328,0.892824,0.415753,90.75687,43.31484,1.200179,4179.353,109.9893,97.12697,-1.52935,302.1522,302.1522,-4.28699,5.790792,4.89394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1/1/2024,36:58.0,2,1,"Marquard, Rube",8230,Left,NYG,"Mays, Willie",3714,Right,SFG,Undefined,6,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.3469,-0.91753,2.223245,2213.04,145.2021,10:45,5.54067,-1.69665,5.17679,-16.1534,17.88218,-11.5925,3.33048,-0.56969,83.35532,-3.97971,0.171884,0.419892,,,,,,,,,,,,6.40945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1/1/2024,37:10.6,2,2,"Marquard, Rube",8230,Left,NYG,"Mays, Willie",3714,Right,SFG,Undefined,6,Bottom,1,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Double,0,0,,93.46483,-1.87935,2.724411,2260.321,148.9925,11:00,5.60158,-1.58528,5.07491,-14.5047,18.82001,-10.6121,2.61852,0.10068,84.57876,-4.63231,0.851193,0.415484,,,,,,,,,,,,6.10764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1/1/2024,37:57.0,3,1,"Marquard, Rube",8230,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,6,Bottom,1,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.12319,-1.84712,3.593037,2337.8,139.3674,10:45,5.39466,-1.58072,5.39645,-32.5969,6.95382,-4.85638,0.94329,1.38607,77.91869,-7.81227,2.730887,0.452635,,,,,,,,,,,,3.49591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1/1/2024,38:15.0,3,2,"Marquard, Rube",8230,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,6,Bottom,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.51377,-3.19726,2.05878,2345.534,152.3259,11:00,5.64541,-1.19257,5.0497,-12.8035,21.27261,-10.5255,1.55783,-0.12709,83.81042,-5.64568,0.200381,0.420142,,,,,,,,,,,,5.87792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1/1/2024,38:31.6,3,3,"Marquard, Rube",8230,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,6,Bottom,1,1,1,Curveball,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,,78.31745,0.608778,1.578955,2404.487,345.0234,5:30,5.52997,-1.45407,4.66461,-70.1391,-21.6689,6.25075,0.26356,0.56703,71.51957,-11.879,2.680966,0.501082,,,,,,,,,,,,-2.57732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1/1/2024,38:56.1,3,4,"Marquard, Rube",8230,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,6,Bottom,1,2,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.98121,1.449783,3.050257,2582.693,223.8114,1:30,5.37497,-1.61132,5.14235,-37.0156,5.57221,3.85134,3.65761,1.5843,74.6,-5.35192,3.729863,0.469693,,,,,,,,,,,,-0.88898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1/1/2024,39:42.4,3,5,"Marquard, Rube",8230,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,6,Bottom,1,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,90.83541,-0.17728,1.995949,2240.692,147.5295,11:00,5.56937,-1.40077,5.46404,-15.9141,18.81804,-11.2104,4.07718,-0.46615,82.07047,-3.21769,0.001466,0.424168,,,,,,,,,,,,6.20941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1/1/2024,40:15.0,4,1,"Marquard, Rube",8230,Left,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,6,Bottom,1,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,2,0,,91.2865,-2.67054,2.540048,2263.864,156.529,11:15,5.55738,-1.47667,4.93255,-15.0134,20.17336,-8.21717,1.77774,0.24101,82.60817,-5.51161,1.093136,0.426935,55.78564,-27.5284,-65.7673,,,,,6.22073,3.48245,-35.9895,0.052031,4.88158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1/1/2024,42:44.6,1,1,"Cain, Matt",7900,Right,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,7,Top,0,0,0,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.90905,0.34943,-1.96821,2325.361,24.60034,6:45,6.02794,1.91125,5.1333,-44.3301,-5.51988,-3.05512,2.66303,-0.19754,79.19104,-7.65643,-2.50919,0.448378,,,,,,,,,,,,0.99728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
